unlocode,country,location_code,name,name_ascii,subdivision,latitude,longitude
IDMAI,ID,MAI,Mapia Island,Mapia Island,PA,0.8833333333333333,134.31666666666666
IDMAK,ID,MAK,Makassar,Makassar,SN,-5.116666666666666,119.4
IDMAR,ID,MAR,Marabahan,Marabahan,KS,-2.9833333333333334,114.76666666666667
IDMBK,ID,MBK,Muara Bangkong,Muara Bangkong,RI,0.4,103.78333333333333
IDMDR,ID,MDR,Madura Terminal,Madura Terminal,,-6.85,112.95
IDMGB,ID,MGB,Manggis,Manggis,BA,-8.483333333333333,115.51666666666667
IDMIT,ID,MIT,Misool Terminal,Misool Terminal,PA,-1.5666666666666667,130.51666666666668
IDMKJ,ID,MKJ,Mangkajang,Mangkajang,KI,2.1333333333333333,117.73333333333333
IDMOR,ID,MOR,Mornopo,Mornopo,MA,0.7833333333333333,128.21666666666667
IDMOW,ID,MOW,Morowali,Morowali,ST,-1.8666666666666667,121.5
IDMSB,ID,MSB,Muara Siberut,Muara Siberut,SB,-1.5833333333333335,99.2
IDMSK,ID,MSK,Muara Sabak,Muara Sabak,RI,-0.8,103.91666666666667
IDMUW,ID,MUW,Muara Teweh,Muara Teweh,KT,-56.96666666666667,114.9
IDNIP,ID,NIP,Nipah,Nipah,RI,1.1166666666666667,103.55
IDNPL,ID,NPL,North Pulau Laut,North Pulau Laut,,-3.216666666666667,116.26666666666667
IDPAC,ID,PAC,Paciran,Paciran,JI,-6.866666666666667,112.33333333333333
IDPAL,ID,PAL,Palu,Palu,,-0.8833333333333333,119.85
IDPAZ,ID,PAZ,"Pasuruan, Java","Pasuruan, Java",,-7.633333333333333,112.9
IDPBB,ID,PBB,Pelabuhan Badas,Pelabuhan Badas,NB,-8.45,117.36666666666666
IDPBJ,ID,PBJ,Pulau Bunyu,Pulau Bunyu,,-0.3,115.86666666666666
IDPDG,ID,PDG,Padang,Padang,SB,-0.95,100.35
IDPER,ID,PER,Perawang,Perawang,RI,1.0666666666666667,102.86666666666666
IDPGA,ID,PGA,Pagerungan,Pagerungan,,-6.916666666666667,115.91666666666667
IDPGM,ID,PGM,Pagimana,Pagimana,ST,-0.8,122.61666666666666
IDPIR,ID,PIR,Piru,Piru,MA,-3.066666666666667,128.18333333333334
IDPLA,ID,PLA,"Plaju, Sumatra","Plaju, Sumatra",,-2.9833333333333334,104.8
IDPMK,ID,PMK,Pomako,Pomako,PA,-4.8,136.76666666666668
IDPOT,ID,POT,Poto Tano,Poto Tano,NB,-8.516666666666667,116.83333333333333
IDPPO,ID,PPO,"Palapo, Sulawesi","Palapo, Sulawesi",,-3.0833333333333335,120.23333333333333
IDPTK,ID,PTK,Padang Tikar,Padang Tikar,KB,-0.6666666666666666,109.26666666666667
IDPUM,ID,PUM,"Pomalaa, Sulawesi","Pomalaa, Sulawesi",,-4.033333333333333,121.58333333333333
IDPUT,ID,PUT,Pulau Laut,Pulau Laut,,-3.283333333333333,116.15
IDPWG,ID,PWG,Perawang,Perawang,RI,0.6333333333333333,101.61666666666666
IDREO,ID,REO,Reo,Reo,NT,-8.316666666666666,120.5
IDRNI,ID,RNI,Ranai,Ranai,RI,3.9166666666666665,108.38333333333334
IDSAP,ID,SAP,Sape,Sape,NB,-8.566666666666666,118.98333333333333
IDSBM,ID,SBM,Subaim,Subaim,MA,1.1166666666666667,128.16666666666666
IDSDA,ID,SDA,Durian,Durian,KR,1.0166666666666666,103.56666666666666
IDSEP,ID,SEP,Sepanjang Terminal,Sepanjang Terminal,,-7.183333333333334,115.78333333333333
IDSGG,ID,SGG,Senggigi,Senggigi,NB,-8.5,116.05
IDSGU,ID,SGU,Sanggau,Sanggau,KB,0.11666666666666667,110.6
IDSID,ID,SID,Sidangoli,Sidangoli,MU,0.9,127.48333333333333
IDSKP,ID,SKP,Sekupang,Sekupang,RI,1.1333333333333333,103.93333333333334
IDSRG,ID,SRG,Semarang,Semarang,JT,-6.966666666666667,110.48333333333333
IDSTN,ID,STN,Setagin,Setagin,,-3.283333333333333,116.16666666666667
IDSUA,ID,SUA,Suaran,Suaran,KI,2.05,117.7
IDSUB,ID,SUB,Surabaya,Surabaya,JI,-7.233333333333333,112.75
IDSUK,ID,SUK,Sukabumi,Sukabumi,,-65.85,106.91666666666667
IDSUM,ID,SUM,Sumenep,Sumenep,JI,-7.05,113.95
IDSUN,ID,SUN,Sunut,Sunut,NB,-8.866666666666667,116.55
IDSWT,ID,SWT,Salawati Terminal,Salawati Terminal,PB,-1.35,131.0
IDSZA,ID,SZA,Cikande,Cikande,JB,-6.2,106.35
IDSZH,ID,SZH,Senipah,Senipah,KI,-0.95,117.15
IDTAB,ID,TAB,Taboneo,Taboneo,KS,-3.6833333333333336,114.41666666666667
IDTAN,ID,TAN,Tanjunguban,Tanjunguban,,1.05,104.23333333333333
IDTAR,ID,TAR,Tarjun,Tarjun,KS,-3.2666666666666666,116.08333333333333
IDTBL,ID,TBL,Toboali,Toboali,SS,-3.0,106.5
IDTBR,ID,TBR,Telukbayur,Telukbayur,SB,-1.0,100.36666666666666
IDTBU,ID,TBU,Tanjung Buli,Tanjung Buli,MA,0.8333333333333334,128.25
IDTER,ID,TER,Terempa,Terempa,RI,3.216666666666667,106.21666666666667
IDTJB,ID,TJB,Tanjungbalai,Tanjungbalai,KR,1.0,103.43333333333334
IDTJQ,ID,TJQ,Tanjung Pandan,Tanjung Pandan,SS,-2.75,107.65
IDTME,ID,TME,Tanjung Merangas,Tanjung Merangas,KI,0.03333333333333333,117.51666666666667
IDTMK,ID,TMK,Timika,Timika,PA,-4.75,136.55
IDTNJ,ID,TNJ,Tanjungpinang,Tanjungpinang,KR,0.9166666666666666,104.45
IDTPN,ID,TPN,Tanjung Pemancingan,Tanjung Pemancingan,KS,-3.183333333333333,116.26666666666667
IDTRH,ID,TRH,Tarahan,Tarahan,LA,-5.566666666666666,105.36666666666666
IDTUA,ID,TUA,Tual,Tual,MA,-5.633333333333333,132.73333333333332
IDTZD,ID,TZD,Amurang,Amurang,SA,1.1666666666666667,-124.56666666666666
IDUDG,ID,UDG,Udang Natuna Terminal,Udang Natuna Terminal,,4.016666666666667,106.46666666666667
IDWAI,ID,WAI,Wainibe,Wainibe,MA,-3.066666666666667,126.53333333333333
IDWAN,ID,WAN,Wanam,Wanam,PB,-7.55,139.1
IDWED,ID,WED,Weda,Weda,MA,0.3333333333333333,127.88333333333334
IDWGP,ID,WGP,"Waingapu, Sumba","Waingapu, Sumba",NT,-9.65,120.26666666666667
IDWSS,ID,WSS,Wamsasi,Wamsasi,MA,-3.5666666666666664,126.16666666666667
IEARD,IE,ARD,Ardmore,Ardmore,WD,51.95,-7.716666666666667
IEATN,IE,ATN,Annacotty,Annacotty,LK,52.4,-8.3
IEBBG,IE,BBG,Balbriggan,Balbriggan,D,53.61666666666667,-6.183333333333334
IEBGY,IE,BGY,Ballynacargy,Ballynacargy,,53.56666666666667,-7.533333333333333
IEBHT,IE,BHT,Blanchardstown,Blanchardstown,,53.38333333333333,-6.366666666666666
IEBLL,IE,BLL,Ballina,Ballina,MO,54.11666666666667,-9.166666666666666
IEBNA,IE,BNA,Ballina,Ballina,TA,52.8,-8.433333333333334
IEBNG,IE,BNG,Bangor,Bangor,,54.13333333333333,-9.733333333333333
IEBTH,IE,BTH,Bantry Harbour,Bantry Harbour,CO,51.68333333333333,-9.45
IEBUR,IE,BUR,Burtonport,Burtonport,,54.983333333333334,-8.433333333333334
IEBVD,IE,BVD,Ballydavid,Ballydavid,KY,52.21666666666667,-10.35
IEBYT,IE,BYT,Bantry,Bantry,CO,51.68333333333333,-9.45
IECFI,IE,CFI,Castlefinn,Castlefinn,,54.8,-7.6
IECHE,IE,CHE,Cahirciveen,Cahirciveen,,51.95,-10.216666666666667
IECLC,IE,CLC,Clarecastle,Clarecastle,CE,52.81666666666667,-8.95
IECLD,IE,CLD,Clare Island,Clare Island,MO,53.8,-9.95
IECLG,IE,CLG,Clogherhead,Clogherhead,LH,53.78333333333333,-6.233333333333333
IECRS,IE,CRS,Carrick-on-Suir,Carrick-on-Suir,TA,52.333333333333336,-7.4
IECTB,IE,CTB,Castletown Bearhaven,Castletown Bearhaven,CO,51.65,-9.916666666666666
IEDCN,IE,DCN,Duncannon/Saint Helens,Duncannon/Saint Helens,WX,52.21666666666667,-6.983333333333333
IEDFA,IE,DFA,Dublin-Ferryport Terminal 1,Dublin-Ferryport Terminal 1,D,53.31666666666667,-6.183333333333334
IEDFB,IE,DFB,Dublin-Ferryport Terminal 2,Dublin-Ferryport Terminal 2,D,53.31666666666667,-6.2
IEDFC,IE,DFC,Dublin-Ferryport Terminal 3,Dublin-Ferryport Terminal 3,D,53.31666666666667,-6.233333333333333
IEDFT,IE,DFT,Dublin-Dublin Ferryport Terminals,Dublin-Dublin Ferryport Terminals,D,53.31666666666667,-6.233333333333333
IEDFY,IE,DFY,Dunfanaghy,Dunfanaghy,DL,55.18333333333333,-7.966666666666667
IEDGV,IE,DGV,Dungarvan,Dungarvan,KK,52.583333333333336,-7.083333333333333
IEDLG,IE,DLG,Dun Laoghaire,Dun Laoghaire,,53.3,-6.133333333333334
IEDMF,IE,DMF,Drogheda Maxol Facility,Drogheda Maxol Facility,LH,53.71666666666667,-6.333333333333333
IEDPP,IE,DPP,Drogheda Premiere Periclase,Drogheda Premiere Periclase,LH,53.71666666666667,-62.516666666666666
IEDWE,IE,DWE,Ennistymon,Ennistymon,CE,52.93333333333333,-9.283333333333333
IEEKY,IE,EKY,Easkey/Rathlee,Easkey/Rathlee,SO,54.28333333333333,-8.966666666666667
IEESB,IE,ESB,ESB Poolbeg-Dublin,ESB Poolbeg-Dublin,D,53.333333333333336,-6.183333333333334
IEFEN,IE,FEN,Fenit,Fenit,KY,52.266666666666666,-9.866666666666667
IEFGY,IE,FGY,Coolock,Coolock,D,53.38333333333333,-6.183333333333334
IEFIN,IE,FIN,Fintona,Fintona,,54.5,-7.316666666666666
IEFPD,IE,FPD,Flogas Products Drogheda,Flogas Products Drogheda,LH,53.71666666666667,-6.35
IEFRW,IE,FRW,Ford's Wharf (Topaz Energy Terminal),Ford's Wharf (Topaz Energy Terminal),CO,51.88333333333333,-8.433333333333334
IEFTD,IE,FTD,Fethard/Slade,Fethard/Slade,TA,52.2,-6.833333333333333
IEGGA,IE,GGA,Glengarriff,Glengarriff,CO,51.75,-9.55
IEGOW,IE,GOW,Gowran,Gowran,,57.61666666666667,-7.4
IEGRE,IE,GRE,Greencastle,Greencastle,DL,55.2,-6.983333333333333
IEGRT,IE,GRT,Gortahork,Gortahork,DL,55.11666666666667,-8.133333333333333
IEKIN,IE,KIN,Kilronan,Kilronan,G,53.11666666666667,-9.666666666666666
IEMAR,IE,MAR,Marshmeadows/New Ross,Marshmeadows/New Ross,WX,52.38333333333333,-6.95
IEMOV,IE,MOV,Moville,Moville,DL,55.18333333333333,-7.033333333333333
IEMRT,IE,MRT,Magheraroarty,Magheraroarty,DL,55.13333333333333,-8.166666666666666
IEMTL,IE,MTL,Dublin-Marine Terminal,Dublin-Marine Terminal,D,53.333333333333336,-6.233333333333333
IENAY,IE,NAY,Newtonabbey,Newtonabbey,,54.65,-5.933333333333334
IENET,IE,NET,Newport,Newport,MO,53.88333333333333,-9.533333333333333
IENRR,IE,NRR,New Ross-Raheen/Roberscon,New Ross-Raheen/Roberscon,WX,52.38333333333333,-6.95
IENRS,IE,NRS,New Ross,New Ross,WX,52.38333333333333,-6.933333333333334
IEPAW,IE,PAW,Passage West,Passage West,CO,51.86666666666667,-8.35
IERAT,IE,RAT,Rathmullan,Rathmullan,DL,55.1,-7.533333333333333
IERDM,IE,RDM,Rathdrum,Rathdrum,WW,52.916666666666664,-6.233333333333333
IERDT,IE,RDT,Ringaskiddy Deepwater Terminal,Ringaskiddy Deepwater Terminal,CO,51.833333333333336,-8.316666666666666
IERIN,IE,RIN,Ringaskiddy,Ringaskiddy,CO,51.833333333333336,-8.316666666666666
IERPT,IE,RPT,Ringaskiddy Passenger Terminal,Ringaskiddy Passenger Terminal,CO,51.833333333333336,-8.316666666666666
IERRR,IE,RRR,Kildorrery,Kildorrery,CO,52.233333333333334,-8.416666666666666
IERSM,IE,RSM,Rossaveel,Rossaveel,G,53.266666666666666,-9.55
IERTN,IE,RTN,Ramelton,Ramelton,DL,55.03333333333333,-7.633333333333333
IERUS,IE,RUS,Rushbrooke,Rushbrooke,,51.85,-8.316666666666666
IESKL,IE,SKL,Skull,Skull,CO,51.516666666666666,-9.533333333333333
IESNN,IE,SNN,Shannon,Shannon,CE,52.7,-8.85
IESNR,IE,SNR,Stokestown/New Ross,Stokestown/New Ross,WX,52.35,-6.983333333333333
IETOB,IE,TOB,Tober,Tober,OY,53.36666666666667,-7.65
IETQY,IE,TQY,Town Quays/Drogheda,Town Quays/Drogheda,LH,53.71666666666667,-6.333333333333333
IETRP,IE,TRP,Tom Roes Point Terminal/Drogheda,Tom Roes Point Terminal/Drogheda,LH,53.71666666666667,-6.3
IEUHL,IE,UHL,Unionhall,Unionhall,CO,51.55,-9.15
IEWAT,IE,WAT,Waterford,Waterford,WD,52.25,-7.1
IEWCQ,IE,WCQ,Waterford City Quays,Waterford City Quays,WD,52.25,-7.1
IEWGI,IE,WGI,Waterford Great Island (ESB),Waterford Great Island (ESB),WD,52.266666666666666,-6.983333333333333
IL8UH,IL,8UH,Gush Halav,Gush Halav,Z,33.166666666666664,35.43333333333333
ILAKK,IL,AKK,Akko,Akko,Z,32.916666666666664,35.06666666666667
ILAS2,IL,AS2,Mishor Adumim,Mishor Adumim,M,31.783333333333335,35.31666666666667
ILAST,IL,AST,Ashdod Southport,Ashdod Southport,D,31.816666666666666,34.65
ILBGV,IL,BGV,Binyamina-Giv'at Ada,Binyamina-Giv'at Ada,,32.516666666666666,34.93333333333333
ILHBT,IL,HBT,Haifa Bayport,Haifa Bayport,HA,32.8,34.983333333333334
ILHFA,IL,HFA,Haifa,Haifa,HA,32.8,34.983333333333334
ILJUL,IL,JUL,Julis,Julis,,31.683333333333334,34.65
ILKFV,IL,KFV,Kfar Vitkin,Kfar Vitkin,M,32.36666666666667,34.86666666666667
ILKY7,IL,KY7,Karmei Yosef,Karmei Yosef,M,31.833333333333332,34.916666666666664
ILM8A,IL,M8A,Magshimim,Magshimim,M,32.03333333333333,34.9
ILMSP,IL,MSP,Haifa Israel Shipyards Port,Haifa Israel Shipyards Port,Z,32.8,34.983333333333334
ILNAB,IL,NAB,Nabulus,Nabulus,JM,32.21666666666667,35.25
ILNAT,IL,NAT,Netanya,Netanya,,32.333333333333336,34.86666666666667
ILOFR,IL,OFR,Ofra,Ofra,,31.95,35.25
ILTIB,IL,TIB,Tiberias,Tiberias,,32.8,35.53333333333333
ILTLV,IL,TLV,Tel Aviv-Yafo,Tel Aviv-Yafo,TA,32.05,34.75
IMCTN,IM,CTN,Castletown,Castletown,,54.083333333333336,-4.65
IMDGS,IM,DGS,Douglas,Douglas,,54.166666666666664,-4.483333333333333
IMPEL,IM,PEL,Peel,Peel,,54.21666666666667,-4.766666666666667
IMPER,IM,PER,Port Erin,Port Erin,,54.083333333333336,-4.766666666666667
IMPSM,IM,PSM,Port Saint Mary,Port Saint Mary,,54.06666666666667,-4.733333333333333
IMRAM,IM,RAM,Ramsey,Ramsey,,54.31666666666667,-4.383333333333334
IMSAN,IM,SAN,Santon,Santon,,54.11666666666667,-4.583333333333333
INAIS,IN,AIS,Amini Island,Amini Island,LD,11.116666666666667,72.73333333333333
INALF,IN,ALF,Alleppey,Alleppey,KL,9.483333333333333,76.31666666666666
INATU,IN,ATU,Attur,Attur,TN,12.733333333333333,79.95
INBDH,IN,BDH,Bhadohi,Bhadohi,UP,25.416666666666668,82.56666666666666
INBDQ,IN,BDQ,Vadodara,Vadodara,GJ,22.3,73.2
INBHU,IN,BHU,Bhavnagar,Bhavnagar,GJ,21.766666666666666,72.13333333333334
INBOM,IN,BOM,Mumbai (ex Bombay),Mumbai (ex Bombay),MH,18.966666666666665,72.81666666666666
INBPQ,IN,BPQ,Pratapganj,Pratapganj,BR,26.3,86.96666666666667
INBPT,IN,BPT,Bangarapet,Bangarapet,KA,12.983333333333333,78.18333333333334
INBRU,IN,BRU,Bharuch,Bharuch,GJ,21.7,72.96666666666667
INCCJ,IN,CCJ,Kozhikode (ex Calicut),Kozhikode (ex Calicut),KL,11.25,75.76666666666667
INCCU,IN,CCU,Kolkata (ex Calcutta),Kolkata (ex Calcutta),WB,22.566666666666666,88.35
INCOK,IN,COK,Kochi,Kochi,KL,9.966666666666667,76.26666666666667
INDIG,IN,DIG,Dighi (Pune),Dighi (Pune),MH,18.25,72.96666666666667
INDMA,IN,DMA,Dhamara,Dhamara,OR,20.8,86.9
INDMQ,IN,DMQ,Dhamra Port,Dhamra Port,OR,20.816666666666666,86.95
INEKM,IN,EKM,Ernakulam,Ernakulam,KL,9.983333333333333,76.28333333333333
INERO,IN,ERO,Erode,Erode,TN,11.35,77.73333333333333
INGAN,IN,GAN,Gandhar,Gandhar,,21.083333333333332,72.63333333333334
INGGA,IN,GGA,Gogha,Gogha,GJ,21.683333333333334,72.26666666666667
INGGV,IN,GGV,Gangavaram,Gangavaram,AP,17.65,83.25
INGND,IN,GND,Greater Nodia,Greater Nodia,UP,28.816666666666666,77.88333333333334
INGNO,IN,GNO,Greater Noida,Greater Noida,UP,28.466666666666665,77.51666666666667
INGRR,IN,GRR,Garden Reach,Garden Reach,WB,22.516666666666666,88.3
INHZA,IN,HZA,Hazira Port/Surat,Hazira Port/Surat,GJ,21.083333333333332,72.61666666666666
INICD,IN,ICD,New Delhi,New Delhi,DL,28.6,77.2
INIXJ,IN,IXJ,Jammu,Jammu,JK,32.7,74.85
INIXM,IN,IXM,Madurai,Madurai,TN,9.933333333333334,78.11666666666666
INIXY,IN,IXY,Kandla,Kandla,GJ,23.033333333333335,70.21666666666667
INJBD,IN,JBD,Jafarabad,Jafarabad,GJ,20.85,71.36666666666666
INJDG,IN,JDG,Jodhpur,Jodhpur,GJ,21.883333333333333,70.03333333333333
INKAR,IN,KAR,Karur,Karur,TN,10.95,78.08333333333333
INKAT,IN,KAT,Kattupalli,Kattupalli,TN,13.3,80.35
INKHO,IN,KHO,Khodiyar,Khodiyar,GJ,23.05,72.93333333333334
INKPI,IN,KPI,Kalpeni Island,Kalpeni Island,LD,10.066666666666666,73.63333333333334
INKTK,IN,KTK,Toranagallu,Toranagallu,KA,15.2,76.68333333333334
INKTP,IN,KTP,Kattupalli Port,Kattupalli Port,TN,13.3,80.38333333333334
INLNG,IN,LNG,Lapanga,Lapanga,OR,21.733333333333334,84.01666666666667
INMAA,IN,MAA,Chennai (ex Madras),Chennai (ex Madras),TN,13.083333333333334,80.28333333333333
INMAC,IN,MAC,Machilipatnam,Machilipatnam,AP,16.183333333333334,81.13333333333334
INMAH,IN,MAH,Mahe,Mahe,PY,11.7,75.53333333333333
INMDK,IN,MDK,Mul Dwårka,Mul Dwarka,GJ,20.75,70.66666666666667
INMDV,IN,MDV,Måndvi,Mandvi,GJ,22.833333333333332,69.36666666666666
INMOB,IN,MOB,Morbi,Morbi,GJ,22.816666666666666,70.83333333333333
INMRI,IN,MRI,Mithivirdi,Mithivirdi,GJ,21.466666666666665,72.23333333333333
INMRM,IN,MRM,Marmugao (Marmagao),Marmugao (Marmagao),GA,15.4,73.78333333333333
INMRM,IN,MRM,Marmagao (Marmugao),Marmagao (Marmugao),GA,15.4,73.78333333333333
INMUG,IN,MUG,Munger,Munger,BR,25.383333333333333,86.46666666666667
INNEE,IN,NEE,Nindakara,Nindakara,KL,8.933333333333334,76.53333333333333
INNGC,IN,NGC,Nagercoil,Nagercoil,TN,8.166666666666666,77.43333333333334
INNHV,IN,NHV,Nhave,Nhave,MH,18.95,72.96666666666667
INNPT,IN,NPT,Nagappattinam,Nagappattinam,TN,10.783333333333333,79.81666666666666
INNTU,IN,NTU,New Tuticorin,New Tuticorin,TN,8.75,78.21666666666667
INORS,IN,ORS,Orissa,Orissa,,20.233333333333334,84.26666666666667
INPAV,IN,PAV,Pipavav (Victor) Port,Pipavav (Victor) Port,GJ,20.966666666666665,71.55
INPNY,IN,PNY,Pondicherry,Pondicherry,PY,11.916666666666666,79.81666666666666
INPPT,IN,PPT,Paradip Port,Paradip Port,OR,20.25,86.58333333333333
INPPV,IN,PPV,Port Pipavav,Port Pipavav,GJ,20.933333333333334,71.51666666666667
INPRT,IN,PRT,Paradip Garh,Paradip Garh,OR,20.316666666666666,86.61666666666666
INPST,IN,PST,Positra,Positra,GJ,22.4,69.16666666666667
INROZ,IN,ROZ,Rozi,Rozi,GJ,22.566666666666666,70.03333333333333
INSAM,IN,SAM,Samalkot,Samalkot,AP,17.05,82.18333333333334
INSIK,IN,SIK,Sika,Sika,GJ,22.433333333333334,69.83333333333333
INSIL,IN,SIL,Siliguri,Siliguri,WB,26.716666666666665,88.41666666666667
INSKK,IN,SKK,Sikkim,Sikkim,AN,27.316666666666666,88.61666666666666
INSTV,IN,STV,Surat,Surat,GJ,21.166666666666668,72.83333333333333
INSWA,IN,SWA,Sahnewal,Sahnewal,PB,30.85,75.95
INTAD,IN,TAD,Tadri,Tadri,KA,14.516666666666667,74.35
INTHN,IN,THN,Thane,Thane,MH,19.2,72.96666666666667
INTRV,IN,TRV,Thiruvananthapuram (ex Trivandrum),Thiruvananthapuram (ex Trivandrum),KL,8.483333333333333,76.91666666666667
INTUT,IN,TUT,Tuticorin,Tuticorin,TN,8.783333333333333,78.13333333333334
INURA,IN,URA,Uran,Uran,MH,18.883333333333333,72.93333333333334
INVTZ,IN,VTZ,Visakhapatnam,Visakhapatnam,AP,17.7,83.3
INVZJ,IN,VZJ,Vazhinjam,Vazhinjam,KL,8.383333333333333,77.0
INWAD,IN,WAD,Wada,Wada,MH,18.983333333333334,73.75
INZUM,IN,ZUM,Tumkur,Tumkur,KA,16.5,77.08333333333333
IQASD,IQ,ASD,Al Asad,Al Asad,,33.78333333333333,42.43333333333333
IQBGW,IQ,BGW,Baghdåd,Baghdad,BG,33.333333333333336,44.38333333333333
IQHIL,IQ,HIL,Al Hillah,Al Hillah,BB,32.483333333333334,44.43333333333333
IQMAB,IQ,MAB,Basrah Oil Terminal,Basrah Oil Terminal,BA,29.75,48.833333333333336
IQNJF,IQ,NJF,Najaf,Najaf,NA,31.983333333333334,44.3
IQNSR,IQ,NSR,Nasiriyah,Nasiriyah,,31.05,46.25
IQOSM,IQ,OSM,Mosul (Ak Mawsil),Mosul (Ak Mawsil),NI,36.166666666666664,42.583333333333336
IQSAM,IQ,SAM,Samarra',Samarra',SD,34.2,43.86666666666667
IQTJI,IQ,TJI,Taji,Taji,,33.516666666666666,44.266666666666666
IQTQD,IQ,TQD,Al Taqaddum,Al Taqaddum,,33.333333333333336,43.583333333333336
IQUQR,IQ,UQR,Umm Qasr Port,Umm Qasr Port,BA,30.033333333333335,47.93333333333333
IQZAO,IQ,ZAO,Zakho,Zakho,,37.13333333333333,42.7
IRAMD,IR,AMD,Bandar Amirabad,Bandar Amirabad,21,36.78333333333333,53.35
IRAMP,IR,AMP,Amir Abad Pt,Amir Abad Pt,21,36.083333333333336,52.36666666666667
IRASA,IR,ASA,Asaluyeh,Asaluyeh,18,27.466666666666665,52.6
IRBAM,IR,BAM,Amirabad,Amirabad,06,26.85,54.36666666666667
IRBAZ,IR,BAZ,Bandar-e Anzali,Bandar-e Anzali,01,37.46666666666667,49.46666666666667
IRBIK,IR,BIK,Imam Khomeini Pt/ Mahshahr City,Imam Khomeini Pt/ Mahshahr City,10,30.416666666666668,49.06666666666667
IRBKK,IR,BKK,Bandar-e Emam Khomeyni,Bandar-e Emam Khomeyni,,30.433333333333334,49.1
IRBKM,IR,BKM,Bandar Khomeini,Bandar Khomeini,06,30.433333333333334,49.1
IRBMR,IR,BMR,Bandar Mashur,Bandar Mashur,06,30.55,49.18333333333333
IRBND,IR,BND,Bandar Abbas,Bandar Abbas,22,27.183333333333334,56.266666666666666
IRBPA,IR,BPA,Bandare Parsian,Bandare Parsian,22,27.166666666666668,52.9
IRBRG,IR,BRG,Bandar-e Gaz,Bandar-e Gaz,,36.78333333333333,53.95
IRBUZ,IR,BUZ,Bushehr,Bushehr,18,28.966666666666665,50.833333333333336
IRCYT,IR,CYT,Soroosh (Cyrus) Terminal,Soroosh (Cyrus) Terminal,,29.033333333333335,49.46666666666667
IRDAY,IR,DAY,Dayyer,Dayyer,18,27.833333333333332,51.93333333333333
IRFKR,IR,FKR,Freidoon Kenar,Freidoon Kenar,21,36.7,52.55
IRKAV,IR,KAV,Kuvei,Kuvei,22,26.95,56.0
IRKSH,IR,KSH,Kermanshah (Bakhtaran),Kermanshah (Bakhtaran),05,34.3,47.05
IRMRX,IR,MRX,Bandar-e Måh Shahr,Bandar-e Mah Shahr,06,30.533333333333335,49.166666666666664
IRNEK,IR,NEK,Bandar Neka,Bandar Neka,,36.86666666666667,53.53333333333333
IRNKA,IR,NKA,Neka,Neka,21,36.833333333333336,53.266666666666666
IRSBR,IR,SBR,Shahid Bahonar,Shahid Bahonar,23,27.133333333333333,56.2
IRSRA,IR,SRA,Sarooj Anchorage,Sarooj Anchorage,,27.733333333333334,52.15
IRSRP,IR,SRP,Shahid Rajaee Pt/Bandar Abbas,Shahid Rajaee Pt/Bandar Abbas,23,27.116666666666667,56.06666666666667
IRTMB,IR,TMB,Tombak,Tombak,18,27.716666666666665,52.166666666666664
ISASS,IS,ASS,Arskogssandur,Arskogssandur,,65.93333333333334,-18.366666666666667
ISBAK,IS,BAK,Bakkafjördur,Bakkafjordur,,66.03333333333333,-14.8
ISBOL,IS,BOL,Bolungarvik,Bolungarvik,,66.13333333333334,-23.25
ISBRJ,IS,BRJ,Brjánslækur,Brjanslakur,3,65.53333333333333,-23.2
ISBUD,IS,BUD,Budardalur,Budardalur,3,65.11666666666666,-21.766666666666666
ISDAL,IS,DAL,Dalvík,Dalvik,,65.96666666666667,-18.533333333333335
ISDJU,IS,DJU,Djúpivogur,Djupivogur,,64.65,-14.283333333333333
ISFEY,IS,FEY,Flatey,Flatey,3,65.36666666666666,-22.933333333333334
ISGRB,IS,GRB,Gardabaer,Gardabaer,,64.08333333333333,-12.933333333333334
ISGRE,IS,GRE,Grenivík,Grenivik,,65.95,-18.183333333333334
ISGRI,IS,GRI,Grindavík,Grindavik,,63.833333333333336,-22.433333333333334
ISHEL,IS,HEL,Helguvik,Helguvik,,64.03333333333333,-22.55
ISHFN,IS,HFN,"Höfn, Hornafjørdur","Hofn, Hornafjordur",,64.25,-15.216666666666667
ISHNR,IS,HNR,Hafnir,Hafnir,,63.916666666666664,-22.683333333333334
ISHOF,IS,HOF,Hofsós,Hofsos,,65.9,-19.433333333333334
ISKOV,IS,KOV,Kópavogur,Kopavogur,,64.1,-21.916666666666668
ISLAN,IS,LAN,Landeyjahöfn,Landeyjahofn,8,61.516666666666666,-20.116666666666667
ISLSA,IS,LSA,Litli Sandur,Litli Sandur,,64.4,-21.45
ISMJH,IS,MJH,Mjoeyrarhofn,Mjoeyrarhofn,7,64.91666666666667,-13.95
ISMOS,IS,MOS,Mosfellsbaer,Mosfellsbaer,,64.16666666666667,-21.716666666666665
ISOLV,IS,OLV,Olafsvík,Olafsvik,,64.88333333333334,-23.716666666666665
ISOSP,IS,OSP,Ospakseyri,Ospakseyri,,65.45,-21.433333333333334
ISRAU,IS,RAU,Raufarhöfn,Raufarhofn,,66.45,-15.95
ISREY,IS,REY,Reykjavík,Reykjavik,,64.15,-21.95
ISRHA,IS,RHA,Reykhólar,Reykholar,,65.45,-22.2
ISSKA,IS,SKA,Skagaströnd,Skagastrond,,65.83333333333333,-20.316666666666666
ISVOG,IS,VOG,Vogar,Vogar,,63.983333333333334,-22.383333333333333
