unlocode,country,location_code,name,name_ascii,subdivision,latitude,longitude
AEABU,AE,ABU,Abu al Bukhoosh,Abu al Bukhoosh,,25.483333333333334,53.13333333333333
AEAJP,AE,AJP,Al Jeer Port,Al Jeer Port,RK,26.033333333333335,56.05
AEAMF,AE,AMF,Musaffah,Musaffah,AZ,24.383333333333333,54.483333333333334
AEAMU,AE,AMU,Abu Musa,Abu Musa,,25.866666666666667,55.016666666666666
AEARP,AE,ARP,Ahmed Bin Rashid Port,Ahmed Bin Rashid Port,AZ,25.533333333333335,55.55
AEAUH,AE,AUH,Abu Dhabi,Abu Dhabi,AZ,24.466666666666665,54.36666666666667
AEDBP,AE,DBP,Dibba,Dibba,SH,25.616666666666667,56.266666666666666
AEDXB,AE,DXB,Dubai,Dubai,DU,25.25,55.266666666666666
AEEND,AE,END,Esnnad,Esnnad,AZ,24.316666666666666,54.45
AEFJR,AE,FJR,Al Fujayrah,Al Fujayrah,FU,25.116666666666667,56.333333333333336
AEFRP,AE,FRP,Free Port,Free Port,DU,25.25,55.25
AEHSN,AE,HSN,Hassyan,Hassyan,DU,24.9,54.9
AEHTL,AE,HTL,Hulaylah Terminal,Hulaylah Terminal,,25.983333333333334,55.93333333333333
AEHZP,AE,HZP,Hamriya Free Zone Port,Hamriya Free Zone Port,DU,25.3,55.31666666666667
AEJAZ,AE,JAZ,Al Jazeera Port,Al Jazeera Port,RK,25.716666666666665,55.8
AEKHL,AE,KHL,Mina Khalifa/Abu Dhabi,Mina Khalifa/Abu Dhabi,,24.833333333333332,54.666666666666664
AEKLB,AE,KLB,Kalba,Kalba,,25.066666666666666,56.35
AEKLF,AE,KLF,Khor al Fakkan,Khor al Fakkan,,25.333333333333332,56.35
AEMBS,AE,MBS,Mubarras Island,Mubarras Island,,24.583333333333332,53.31666666666667
AEMKH,AE,MKH,Mina Khalid,Mina Khalid,SH,25.35,55.36666666666667
AEMRP,AE,MRP,Mina Rashid Port,Mina Rashid Port,AZ,25.266666666666666,55.28333333333333
AEMSA,AE,MSA,Mina Saqr,Mina Saqr,RK,25.966666666666665,56.06666666666667
AEMZD,AE,MZD,Mina Zayed/Abu Dhabi,Mina Zayed/Abu Dhabi,AZ,24.516666666666666,54.36666666666667
AEQIW,AE,QIW,Umm al Quwain,Umm al Quwain,,25.583333333333332,55.583333333333336
AEQWE,AE,QWE,Jebel Ali Free Zone,Jebel Ali Free Zone,DU,25.0,55.05
AERFA,AE,RFA,Mirfa,Mirfa,AZ,25.466666666666665,53.483333333333334
AERKP,AE,RKP,Rak Khor Port,Rak Khor Port,RK,25.816666666666666,55.95
AERKT,AE,RKT,Ras al Khaimah,Ras al Khaimah,,25.783333333333335,55.95
AERMC,AE,RMC,Rak Maritime City,Rak Maritime City,RK,25.95,56.05
AERUW,AE,RUW,Ar Ruways,Ar Ruways,,24.116666666666667,52.733333333333334
AERWP,AE,RWP,Ruwais Port,Ruwais Port,AZ,24.1,52.71666666666667
AESHJ,AE,SHJ,Sharjah,Sharjah,SH,25.35,55.38333333333333
AESID,AE,SID,Sadiyat Island,Sadiyat Island,,24.533333333333335,54.4
AEULR,AE,ULR,Umm Al Nar,Umm Al Nar,,24.433333333333334,54.5
AEYAS,AE,YAS,Yas Island,Yas Island,AZ,24.316666666666666,52.6
AEZUR,AE,ZUR,Zirku Island,Zirku Island,AZ,24.883333333333333,53.06666666666667
AFDHD,AF,DHD,Dehdadi,Dehdadi,BAL,36.65,66.98333333333333
AFQLT,AF,QLT,Qalat,Qalat,,32.1,66.88333333333334
AFRKH,AF,RKH,Torkham,Torkham,NAN,34.88333333333333,71.91666666666667
AGFAM,AG,FAM,Falmouth,Falmouth,,17.016666666666666,-61.78333333333333
AGPHM,AG,PHM,Parham,Parham,,17.083333333333332,-61.75
AGSJO,AG,SJO,Saint John's,Saint John's,,17.116666666666667,-61.85
AIMBB,AI,MBB,Meads Bay Beach,Meads Bay Beach,,18.166666666666668,-63.13333333333333
AIRBY,AI,RBY,Road Bay,Road Bay,,18.2,-63.083333333333336
AISOM,AI,SOM,Sombrero,Sombrero,,18.6,-63.46666666666667
ALBUT,AL,BUT,Butrint,Butrint,SR,39.75,20.016666666666666
ALHMR,AL,HMR,Himare,Himare,SR,40.13333333333333,19.716666666666665
ALROM,AL,ROM,Romano Port,Romano Port,02,41.36666666666667,19.416666666666668
ALSAR,AL,SAR,Sarandë,Sarande,SR,39.88333333333333,20.0
ALSHG,AL,SHG,Shëngjin,Shengjin,LE,41.8,19.566666666666666
ALVOA,AL,VOA,Vlorë,Vlore,VL,40.46666666666667,19.483333333333334
AOBAB,AO,BAB,Baba,Baba,,-14.833333333333334,12.233333333333333
AOBDT,AO,BDT,Baía dos Tigres,Baia dos Tigres,,-16.6,11.733333333333333
AOCPO,AO,CPO,Capulo,Capulo,,-7.983333333333333,13.166666666666666
AOCUI,AO,CUI,Cuio,Cuio,,-12.983333333333333,12.983333333333333
AODAL,AO,DAL,Dalia,Dalia,,-7.683333333333334,11.783333333333333
AOETN,AO,ETN,Essungo Terminal,Essungo Terminal,,-6.333333333333333,12.166666666666666
AOFBY,AO,FBY,Farta Bay,Farta Bay,,-12.616666666666667,13.2
AOFLT,AO,FLT,Futila Terminal,Futila Terminal,,-5.45,12.183333333333334
AOGIM,AO,GIM,Gimboa,Gimboa,,-7.533333333333333,12.166666666666666
AOGIR,AO,GIR,Girassol Terminal,Girassol Terminal,,-7.633333333333333,11.683333333333334
AOGPO,AO,GPO,Greater Plutonio,Greater Plutonio,,-7.833333333333333,12.116666666666667
AOLBT,AO,LBT,Lombo Terminal,Lombo Terminal,,-6.983333333333333,12.35
AONQI,AO,NQI,Nóqui,Noqui,,-5.85,13.433333333333334
AONTO,AO,NTO,N'Zeto,N'Zeto,ZAI,-7.233333333333333,12.866666666666667
AOPLE,AO,PLE,Tombua,Tombua,NAM,-15.816666666666666,11.85
AOPSA,AO,PSA,Porto Saco (Portosalazar),Porto Saco (Portosalazar),,-15.133333333333333,12.133333333333333
AORSN,AO,RSN,River Sao Nicolau,River Sao Nicolau,,-14.25,12.333333333333334
AOSTL,AO,STL,Sazaire Terminal,Sazaire Terminal,,-6.083333333333333,12.383333333333333
AQABA,AQ,ABA,Aboa,Aboa,,-73.05,-13.416666666666666
AQAPT,AQ,APT,Arturo Prat,Arturo Prat,,-62.5,-59.68333333333333
AQARC,AQ,ARC,Arctowski,Arctowski,,-62.15,-58.46666666666667
AQART,AQ,ART,Artigas,Artigas,,-62.18333333333333,-58.9
AQBHN,AQ,BHN,Bellingshausen,Bellingshausen,,-62.18333333333333,-58.95
AQCAS,AQ,CAS,Casey Station,Casey Station,,-66.28333333333333,110.51666666666667
AQCFZ,AQ,CFZ,Comandante Ferraz,Comandante Ferraz,,-62.083333333333336,-58.38333333333333
AQDAV,AQ,DAV,Davis Station,Davis Station,,-68.56666666666666,77.96666666666667
AQDDU,AQ,DDU,Dumont d'Urville Station,Dumont d'Urville Station,,-66.65,140.0
AQESC,AQ,ESC,Escudero,Escudero,,-62.2,-58.95
AQESP,AQ,ESP,Esperanza,Esperanza,,-63.38333333333333,-56.983333333333334
AQGWL,AQ,GWL,Great Wall,Great Wall,,-62.21666666666667,-58.96666666666667
AQHLY,AQ,HLY,Halley,Halley,,-75.56666666666666,-26.533333333333335
AQJBS,AQ,JBS,Jang Bogo Station,Jang Bogo Station,,-74.6,164.2
AQJCP,AQ,JCP,Juan Carlos Primero,Juan Carlos Primero,,-62.65,-60.38333333333333
AQJUB,AQ,JUB,Jubany,Jubany,,-62.233333333333334,-58.65
AQKHN,AQ,KHN,Kohnen,Kohnen,,-75.0,0.06666666666666667
AQKSG,AQ,KSG,King Sejong,King Sejong,,-62.21666666666667,-58.78333333333333
AQLAW,AQ,LAW,Law Base,Law Base,,-69.38333333333334,76.38333333333334
AQMAW,AQ,MAW,Mawson Station,Mawson Station,,-67.6,62.86666666666667
AQMCM,AQ,MCM,McMurdo,McMurdo,,-77.83333333333333,166.66666666666666
AQMIR,AQ,MIR,Mirny,Mirny,,-66.55,93.0
AQMRB,AQ,MRB,Marambio,Marambio,,-64.23333333333333,-56.65
AQMZU,AQ,MZU,Mario Zucchelli,Mario Zucchelli,,-74.68333333333334,164.11666666666667
AQOHG,AQ,OHG,General Bernardo O'higgins,General Bernardo O'higgins,,-63.31666666666667,-57.9
AQORC,AQ,ORC,Orcadas,Orcadas,,-60.733333333333334,-44.733333333333334
AQPFS,AQ,PFS,Port Foster,Port Foster,,-63.0,-60.56666666666667
AQPLM,AQ,PLM,Palmer,Palmer,,-64.76666666666667,-64.05
AQPRO,AQ,PRO,Progress,Progress,,-69.4,76.38333333333334
AQROT,AQ,ROT,Rothera,Rothera,,-67.56666666666666,-68.11666666666666
AQSGN,AQ,SGN,Signy,Signy,,-60.71666666666667,-45.6
AQSMT,AQ,SMT,San Martín,San Martin,,-68.11666666666666,-67.1
AQSYW,AQ,SYW,Syowa,Syowa,,-69.0,39.583333333333336
AQVKY,AQ,VKY,Vernadsky,Vernadsky,,-65.23333333333333,-64.25
AQWSA,AQ,WSA,Wasa,Wasa,,-73.05,-13.416666666666666
AQZGN,AQ,ZGN,Zhongshan,Zhongshan,,-69.36666666666666,76.38333333333334
ARACF,AR,ACF,Arrecifes,Arrecifes,B,-34.083333333333336,-60.11666666666667
ARASO,AR,ASO,Arroyo Seco,Arroyo Seco,,-33.13333333333333,-60.43333333333333
ARBHI,AR,BHI,Bahía Blanca,Bahia Blanca,B,-38.71666666666667,-62.28333333333333
ARBUE,AR,BUE,Buenos Aires,Buenos Aires,C,-34.583333333333336,-58.666666666666664
ARBUI,AR,BUI,Ingeniero Buitrago,Ingeniero Buitrago,B,-33.35,-60.13333333333333
ARBVC,AR,BVC,Bella Vista,Bella Vista,W,-28.5,-59.05
ARCBS,AR,CBS,Chimbas,Chimbas,J,-31.483333333333334,-68.53333333333333
ARCDL,AR,CDL,Candelaria,Candelaria,N,-27.45,-55.75
ARCHO,AR,CHO,Chilecito,Chilecito,F,-29.166666666666668,-67.5
ARCLC,AR,CLC,Caleta Córdoba,Caleta Cordoba,X,-45.733333333333334,-67.06666666666666
ARCMP,AR,CMP,Campana,Campana,B,-34.15,-58.95
ARCOL,AR,COL,Colón,Colon,E,-32.21666666666667,-58.13333333333333
ARCOU,AR,COU,Concepción del Uruguay,Concepcion del Uruguay,E,-32.483333333333334,-58.233333333333334
ARCSA,AR,CSA,Cabo San Antonio,Cabo San Antonio,,-36.03333333333333,-56.56666666666667
ARDGU,AR,DGU,Del Guazu,Del Guazu,E,-33.9,-58.86666666666667
ARDME,AR,DME,Diamante,Diamante,R,-32.06666666666667,-60.65
ARDSU,AR,DSU,Dock Sur,Dock Sur,B,-34.65,-58.333333333333336
ARGEO,AR,GEO,Agrelo,Agrelo,M,-33.11666666666667,-68.88333333333334
ARGHU,AR,GHU,Gualeguaychú,Gualeguaychu,E,-33.016666666666666,-58.516666666666666
ARIBY,AR,IBY,Ibicuy,Ibicuy,E,-33.733333333333334,-59.166666666666664
ARINW,AR,INW,Ingeniero White/Bahia Blanca,Ingeniero White/Bahia Blanca,B,-38.78333333333333,-62.266666666666666
ARIQO,AR,IQO,Coquimbito,Coquimbito,M,-32.96666666666667,-68.75
ARLAV,AR,LAV,Lavalle,Lavalle,K,-28.2,-65.13333333333334
ARLCU,AR,LCU,Lujan de Cuyo,Lujan de Cuyo,M,-33.05,-68.86666666666666
ARLPG,AR,LPG,La Plata,La Plata,B,-34.85,-57.88333333333333
ARLPM,AR,LPM,La Paz,La Paz,M,-33.46666666666667,-67.55
ARLPS,AR,LPS,Las Palmas,Las Palmas,B,-34.016666666666666,-59.11666666666667
ARLUJ,AR,LUJ,Luján,Lujan,B,-34.56666666666667,-59.1
ARLZG,AR,LZG,Luzuriaga,Luzuriaga,M,-32.95,-68.81666666666666
ARMDQ,AR,MDQ,Mar del Plata,Mar del Plata,B,-38.05,-57.53333333333333
ARNOS,AR,NOS,Molinos,Molinos,,-25.416666666666668,-66.31666666666666
AROVI,AR,OVI,Olavarría,Olavarria,B,-36.88333333333333,-60.333333333333336
AROYO,AR,OYO,Tres Arroyos,Tres Arroyos,B,-38.38333333333333,-60.28333333333333
ARPAL,AR,PAL,Puerto Alumbrera,Puerto Alumbrera,S,-32.65,-60.75
ARPCO,AR,PCO,Punta Colorada,Punta Colorada,R,-41.7,-65.0
ARPEL,AR,PEL,Puerto Eldorado,Puerto Eldorado,N,-26.35,-54.68333333333333
ARPLA,AR,PLA,Puerto Lavalle,Puerto Lavalle,W,-29.016666666666666,-59.18333333333333
ARPME,AR,PME,Punta Medanos,Punta Medanos,B,-36.833333333333336,-56.666666666666664
ARPMY,AR,PMY,Puerto Madryn,Puerto Madryn,U,-42.75,-65.03333333333333
ARPP9,AR,PP9,Pablo Podestá,Pablo Podesta,B,-34.6,-58.516666666666666
ARPRA,AR,PRA,Paraná,Parana,E,-31.733333333333334,-60.53333333333333
ARPRS,AR,PRS,Puerto Rosales/Bahia Blanca,Puerto Rosales/Bahia Blanca,B,-38.93333333333333,-62.06666666666667
ARPUD,AR,PUD,Puerto Deseado,Puerto Deseado,Z,-47.75,-65.9
ARPWA,AR,PWA,Puerto Wanda,Puerto Wanda,N,-25.966666666666665,-54.6
ARQBR,AR,QBR,Quebracho/San Lorenzo,Quebracho/San Lorenzo,S,-32.65,-60.71666666666667
ARQQN,AR,QQN,Quequén,Quequen,B,-38.53333333333333,-58.7
ARRFO,AR,RFO,Rosario de la Frontera,Rosario de la Frontera,A,-25.8,-64.96666666666667
ARRGA,AR,RGA,Río Grande,Rio Grande,V,-53.78333333333333,-67.7
ARRGL,AR,RGL,Río Gallegos,Rio Gallegos,Z,-51.63333333333333,-69.21666666666667
ARRIC,AR,RIC,Rio Cullen,Rio Cullen,,-52.8,-68.18333333333334
ARRIV,AR,RIV,Rivadavia,Rivadavia,M,-33.18333333333333,-68.46666666666667
ARROC,AR,ROC,Puerto Ingeniero M. Rocca,Puerto Ingeniero M. Rocca,B,-34.85,-57.93333333333333
ARROS,AR,ROS,Rosario,Rosario,S,-32.95,-60.65
ARRSF,AR,RSF,Resinfor,Resinfor,S,-32.65,-60.733333333333334
ARRWO,AR,RWO,Rawson,Rawson,U,-43.3,-65.1
ARRZA,AR,RZA,Santa Cruz,Santa Cruz,Z,-50.016666666666666,-68.41666666666667
ARSAE,AR,SAE,San Antonio Este,San Antonio Este,R,-40.8,-64.73333333333333
ARSAN,AR,SAN,Santa Ana,Santa Ana,N,-27.333333333333332,-55.583333333333336
ARSCA,AR,SCA,San Carlos,San Carlos,M,-33.766666666666666,-69.03333333333333
ARSFN,AR,SFN,Santa Fe,Santa Fe,S,-31.6,-60.68333333333333
ARSIG,AR,SIG,San Ignacio,San Ignacio,N,-27.266666666666666,-55.56666666666667
ARSMA,AR,SMA,San Martin,San Martin,S,-32.71666666666667,-60.733333333333334
ARSMR,AR,SMR,San Martin,San Martin,M,-33.06666666666667,-68.46666666666667
ARSNS,AR,SNS,San Nicolás de los Arroyos,San Nicolas de los Arroyos,B,-33.333333333333336,-60.233333333333334
ARSPD,AR,SPD,San Pedro,San Pedro,E,-33.68333333333333,-59.166666666666664
ARSSJ,AR,SSJ,San Salvador de Jujuy,San Salvador de Jujuy,Y,-24.183333333333334,-65.3
ARSSN,AR,SSN,San Sebastián,San Sebastian,V,-53.3,-68.46666666666667
ARSTA,AR,STA,Santa Rosa,Santa Rosa,M,-33.25,-68.15
ARTIM,AR,TIM,Timbúes,Timbues,S,-32.63333333333333,-60.78333333333333
ARTUC,AR,TUC,Tucumán,Tucuman,T,-26.816666666666666,-65.21666666666667
ARTUN,AR,TUN,Tunuyan,Tunuyan,M,-33.56666666666667,-69.01666666666667
ARULA,AR,ULA,San Julian,San Julian,Z,-49.3,-67.71666666666667
ARURD,AR,URD,Urdurrain,Urdurrain,,-32.68333333333333,-58.88333333333333
ARUSH,AR,USH,Ushuaia,Ushuaia,V,-54.8,-68.3
ARVCN,AR,VCN,Villa Constitución,Villa Constitucion,S,-33.233333333333334,-60.333333333333336
ARVHE,AR,VHE,Villa Hernandarias,Villa Hernandarias,E,-31.233333333333334,-59.983333333333334
ARVLO,AR,VLO,Vicente López,Vicente Lopez,B,-34.516666666666666,-58.483333333333334
ARZAE,AR,ZAE,Zárate,Zarate,B,-34.1,-59.03333333333333
ASPPG,AS,PPG,Pago Pago,Pago Pago,,14.266666666666667,-170.7
AT7PZ,AT,7PZ,Prinzersdorf,Prinzersdorf,3,48.2,15.516666666666667
ATATK,AT,ATK,Paternion,Paternion,2,46.7,13.633333333333333
ATATN,AT,ATN,Asten,Asten,4,48.21666666666667,14.4
ATAWH,AT,AWH,Altenwörth,Altenworth,3,48.38333333333333,15.85
ATBFS,AT,BFS,Bischofshofen,Bischofshofen,5,47.416666666666664,13.216666666666667
ATBNN,AT,BNN,Hobersbrunn,Hobersbrunn,3,48.5,16.566666666666666
ATBOE,AT,BOE,Böhlerwenk,Bohlerwenk,3,47.983333333333334,14.75
ATBRI,AT,BRI,Engabrunn,Engabrunn,,48.45,15.75
ATBRZ,AT,BRZ,Bregenz,Bregenz,8,47.5,9.766666666666667
ATDFC,AT,DFC,Engerwitzdorf,Engerwitzdorf,4,48.35,14.45
ATDKZ,AT,DKZ,Deutschkreutz,Deutschkreutz,1,47.6,16.633333333333333
ATDOF,AT,DOF,Hadersdorf,Hadersdorf,3,48.45,15.716666666666667
ATDRA,AT,DRA,Drasenhofen,Drasenhofen,3,48.75,-16.65
ATDRO,AT,DRO,Dross,Dross,3,48.45,15.566666666666666
ATDUE,AT,DUE,Dürnstein,Durnstein,,48.38333333333333,15.516666666666667
ATDWA,AT,DWA,Deutsch Wagram,Deutsch Wagram,,48.3,16.566666666666666
ATEBR,AT,EBR,Ebreichsdorf,Ebreichsdorf,3,47.95,16.4
ATEIN,AT,EIN,Hoflein,Hoflein,3,48.06666666666667,16.783333333333335
ATEPD,AT,EPD,Erpersdorf,Erpersdorf,,48.333333333333336,15.9
ATERL,AT,ERL,Erl,Erl,,47.666666666666664,12.166666666666666
ATERM,AT,ERM,Vordernberg,Vordernberg,6,47.46666666666667,15.0
ATERO,AT,ERO,Engelmannsbrunn,Engelmannsbrunn,3,48.45,15.883333333333333
ATERR,AT,ERR,Dobermannsdorf,Dobermannsdorf,,48.6,16.816666666666666
ATETZ,AT,ETZ,Rietz,Rietz,7,47.28333333333333,11.05
ATEWD,AT,EWD,Eibiswald,Eibiswald,6,46.68333333333333,15.833333333333334
ATFBZ,AT,FBZ,Sankt Stefan ob Stainz,Sankt Stefan ob Stainz,6,46.916666666666664,15.25
ATFG7,AT,FG7,Achau,Achau,,48.666666666666664,-162.5
ATFHR,AT,FHR,Fehring,Fehring,,46.93333333333333,16.0
ATFNA,AT,FNA,Freudenau,Freudenau,9,48.18333333333333,16.433333333333334
ATFPS,AT,FPS,Fulpmes,Fulpmes,,47.15,11.35
ATFSU,AT,FSU,Faistenau,Faistenau,,47.766666666666666,13.216666666666667
ATGA6,AT,GA6,Gamlitz,Gamlitz,6,46.71666666666667,15.55
ATGDN,AT,GDN,Gmunden,Gmunden,,47.916666666666664,13.8
ATGFS,AT,GFS,Greifenstein,Greifenstein,3,48.333333333333336,16.233333333333334
ATGGU,AT,GGU,Oggau,Oggau,1,47.833333333333336,16.666666666666668
ATGHH,AT,GHH,Haugsdorf,Haugsdorf,3,48.7,16.066666666666666
ATGHJ,AT,GHJ,Krustetten,Krustetten,3,48.36666666666667,-154.0
ATGRN,AT,GRN,Grein,Grein,,48.21666666666667,14.833333333333334
ATGSN,AT,GSN,Gutenstein,Gutenstein,,47.86666666666667,15.883333333333333
ATHKM,AT,HKM,Hadersdorf-Kammern,Hadersdorf-Kammern,3,48.45,15.716666666666667
ATIEG,AT,IEG,Limberg,Limberg,3,48.583333333333336,15.866666666666667
ATITN,AT,ITN,Hausleiten,Hausleiten,3,48.38333333333333,16.1
ATJDD,AT,JDD,Judendorf,Judendorf,6,47.11666666666667,15.35
ATJPS,AT,JPS,Japons,Japons,3,48.78333333333333,15.566666666666666
ATKAM,AT,KAM,Kammern im Liesingtal,Kammern im Liesingtal,8,47.4,14.9
ATKFD,AT,KFD,Knittelfeld,Knittelfeld,,47.2,14.816666666666666
ATKMB,AT,KMB,Krummnussbaum,Krummnussbaum,,48.21666666666667,15.166666666666666
ATKTT,AT,KTT,Kematen in Tirol,Kematen in Tirol,,47.25,11.266666666666667
ATLKN,AT,LKN,Falkenstein,Falkenstein,3,48.71666666666667,13.583333333333334
ATLTS,AT,LTS,Leutschach,Leutschach,6,46.666666666666664,15.466666666666667
ATLTX,AT,LTX,Hainfeld,Hainfeld,3,48.03333333333333,15.766666666666667
ATLUA,AT,LUA,Lembach,Lembach,4,48.483333333333334,13.883333333333333
ATLZD,AT,LZD,Langenzersdorf,Langenzersdorf,3,48.3,16.35
ATMAB,AT,MAB,Marbach an der Donau,Marbach an der Donau,3,48.21666666666667,15.15
ATMAN,AT,MAN,Manning,Manning,4,48.083333333333336,13.666666666666666
ATMBS,AT,MBS,Morbisch am See,Morbisch am See,1,47.75,16.666666666666668
ATMKA,AT,MKA,Markt Allhau,Markt Allhau,1,47.233333333333334,16.083333333333332
ATMKC,AT,MKC,Mitterkirchen,Mitterkirchen,4,48.18333333333333,14.7
ATNAD,AT,NAD,Neuhofen an der Ybbs,Neuhofen an der Ybbs,3,48.05,14.85
ATND2,AT,ND2,Nickelsdorf,Nickelsdorf,1,47.93333333333333,17.066666666666666
ATNFN,AT,NFN,Neufelden,Neufelden,,48.483333333333334,13.983333333333333
ATNGG,AT,NGG,Neudegg,Neudegg,3,48.483333333333334,15.883333333333333
ATNNN,AT,NNN,Donnerskirchen,Donnerskirchen,1,47.9,16.633333333333333
ATNT9,AT,NT9,Muthmannsdorf,Muthmannsdorf,3,47.833333333333336,16.1
ATNUZ,AT,NUZ,Nüziders,Nuziders,,47.18333333333333,9.8
ATOSH,AT,OSH,Ottensheim,Ottensheim,4,48.333333333333336,14.183333333333334
ATPAS,AT,PAS,Podersdorf am See,Podersdorf am See,1,47.85,16.833333333333332
ATPBU,AT,PBU,Persenbeug,Persenbeug,3,48.18333333333333,15.066666666666666
ATPET,AT,PET,Petzenkirchen,Petzenkirchen,3,48.13333333333333,15.15
ATRAD,AT,RAD,Radstadt,Radstadt,,47.38333333333333,13.45
ATREG,AT,REG,Regau,Regau,4,48.083333333333336,14.133333333333333
ATRHN,AT,RHN,Ranshofen,Ranshofen,,48.233333333333334,13.0
ATRHR,AT,RHR,Rohrau,Rohrau,3,48.06666666666667,16.85
ATRRF,AT,RRF,Ruhrsdorf,Ruhrsdorf,3,48.4,15.5
ATSAG,AT,SAG,Schutzen am Gebirge,Schutzen am Gebirge,1,47.85,16.616666666666667
ATSAK,AT,SAK,Sankt Aegidi,Sankt Aegidi,4,48.483333333333334,13.75
ATSFT,AT,SFT,Senftenberg,Senftenberg,3,48.43333333333333,15.55
ATSGS,AT,SGS,Sankt Georgen bei Salzburg,Sankt Georgen bei Salzburg,,47.983333333333334,12.883333333333333
ATSK3,AT,SK3,Sankt Margrethen,Sankt Margrethen,2,46.63333333333333,14.383333333333333
ATSMK,AT,SMK,Schönau im Mühlkreis,Schonau im Muhlkreis,4,48.38333333333333,14.733333333333333
ATSMR,AT,SMR,Sankt Margarethen an der Raab,Sankt Margarethen an der Raab,6,47.05,15.75
ATSPG,AT,SPG,Spannberg,Spannberg,3,48.45,16.733333333333334
ATSPZ,AT,SPZ,Spitz,Spitz,,48.36666666666667,15.416666666666666
ATSSS,AT,SSS,Steinberg,Steinberg,1,47.483333333333334,16.483333333333334
ATST6,AT,ST6,Straden,Straden,6,46.8,15.866666666666667
ATSTD,AT,STD,Steeg,Steeg,,47.6,13.633333333333333
ATSUH,AT,SUH,Sankt Ulrich,Sankt Ulrich,3,48.6,16.766666666666666
ATSUS,AT,SUS,Steinhaus,Steinhaus,4,48.11666666666667,14.016666666666667
ATSVM,AT,SVM,Sankt Veit im Mühlkreis,Sankt Veit im Muhlkreis,4,48.46666666666667,14.15
ATSWH,AT,SWH,Gross-Schweinbarth,Gross-Schweinbarth,3,48.4,16.616666666666667
ATSXA,AT,SXA,Bernhardsthal,Bernhardsthal,3,48.68333333333333,16.866666666666667
ATTAM,AT,TAM,Tamsweg,Tamsweg,5,47.13333333333333,13.8
ATTEN,AT,TEN,Hausmannstatten,Hausmannstatten,6,46.983333333333334,15.5
ATTFS,AT,TFS,Terfens,Terfens,7,47.31666666666667,11.65
ATTHS,AT,THS,Theiss,Theiss,3,48.38333333333333,15.683333333333334
ATTKP,AT,TKP,Taufkirchen an der Pram,Taufkirchen an der Pram,,48.416666666666664,13.533333333333333
ATTMR,AT,TMR,Traismauer,Traismauer,,48.333333333333336,15.733333333333333
ATTTL,AT,TTL,Schrattenthal,Schrattenthal,3,48.7,15.9
ATVEL,AT,VEL,Velden,Velden,2,46.61666666666667,14.05
ATWDF,AT,WDF,Weitendorf,Weitendorf,6,46.88333333333333,15.466666666666667
ATWEU,AT,WEU,Weinburg,Weinburg,3,48.1,15.516666666666667
ATWSE,AT,WSE,Wallsee,Wallsee,3,48.166666666666664,14.716666666666667
ATWUL,AT,WUL,Wulkaprodersdorf,Wulkaprodersdorf,1,47.8,16.5
ATXAE,AT,XAE,Oehling,Oehling,3,48.1,14.8
ATZIN,AT,ZIN,Inzersdorf an der Traisen,Inzersdorf an der Traisen,3,48.31666666666667,15.666666666666666
ATZLF,AT,ZLF,Jetzelsdorf,Jetzelsdorf,3,48.7,16.05
ATZNG,AT,ZNG,Zobing,Zobing,3,48.483333333333334,15.683333333333334
ATZRF,AT,ZRF,Ketzelsdorf,Ketzelsdorf,3,48.65,16.65
AU5CI,AU,5CI,Selby,Selby,VIC,-37.916666666666664,145.38333333333333
AUABP,AU,ABP,Abbot Point,Abbot Point,QLD,-19.9,148.08333333333334
AUADL,AU,ADL,Adelaide,Adelaide,SA,-34.916666666666664,138.58333333333334
AUAGS,AU,AGS,Augusta,Augusta,WA,-34.31666666666667,115.16666666666667
AUALD,AU,ALD,Aldgate,Aldgate,SA,-35.016666666666666,138.73333333333332
AUALI,AU,ALI,Australind,Australind,WA,-33.28333333333333,115.71666666666667
AUALP,AU,ALP,Abell Point,Abell Point,QLD,-20.266666666666666,148.71666666666667
AUAMR,AU,AMR,Amrun,Amrun,QLD,-12.916666666666666,141.61666666666667
AUANN,AU,ANN,Annandale,Annandale,NSW,-33.88333333333333,151.16666666666666
AUAPP,AU,APP,Applecross,Applecross,WA,-32.016666666666666,115.83333333333333
AUASB,AU,ASB,Ashburton,Ashburton,WA,-21.683333333333334,115.0
AUASH,AU,ASH,Ashton,Ashton,SA,-34.93333333333333,138.73333333333332
AUATT,AU,ATT,Attadale,Attadale,WA,-32.016666666666666,115.78333333333333
AUBAA,AU,BAA,Balhannah,Balhannah,SA,-34.983333333333334,138.83333333333334
AUBAE,AU,BAE,Baerami,Baerami,NSW,-32.4,150.48333333333332
AUBAL,AU,BAL,Balnarring,Balnarring,VIC,-38.36666666666667,145.13333333333333
AUBAR,AU,BAR,Barry Beach,Barry Beach,VIC,-38.7,146.38333333333333
AUBBG,AU,BBG,Bing Bong,Bing Bong,NT,-15.6,136.35
AUBBL,AU,BBL,Beelbangera,Beelbangera,NSW,-34.266666666666666,146.1
AUBBY,AU,BBY,Bremer Bay,Bremer Bay,WA,-34.38333333333333,119.36666666666666
AUBDY,AU,BDY,Bomaderry,Bomaderry,NSW,-34.85,150.61666666666667
AUBE9,AU,BE9,Belrose,Belrose,NSW,-33.733333333333334,151.21666666666667
AUBFD,AU,BFD,Beresfield,Beresfield,NSW,-32.8,151.65
